nb-NO	Norsk	/praksis-reiseordbok-land	Anvendelse Reiseordbok	Reise, anvendelse, fremmede land, konversasjon, språk, ordbok	Hvert land (stat) hvor det kan anvendes språk fra vår Reiseordbok	A5: Uplatnění	Praksis
nb-NO	Norsk	/reiseordbok	Innledning til SmartPhrase	innledning, reiseordbok	Hovedinformasjon om reiseordbok SmartPhrase	A1: Start	Reiseordbok
nb-NO	Norsk	/support-frase-android	Android: Support og FAQ Reiseordbok	FAQ, support, applikasjon, android	Dersom du har vanskeligheter med applikasjonen, vennligst ta kontakt med oss for hjelp	A42: Podpora Android	Android
nb-NO	Norsk	/support-frase-windows8	Windows 8: Support og FAQ Reiseordbok	FAQ, support, applikasjon, windows 8	Dersom du har vanskeligheter med applikasjonen, vennligst ta kontakt med oss for hjelp	A41: Podpora Windows8	Windows 8
nb-NO	Norsk	/hvordan-synes-ipad-reiseordbok	Eksempel på iPhone	eksempel demo reiseordbok	De conversatiegids op iPhone of iPad maakt het mogelijk om tot 22 talen te bestuderen	A33: Náhled iOS	iOS
nb-NO	Norsk	/support-frase-iphone	iOS: Support og FAQ Reiseordbok	FAQ support applikasjon iphone ipad	Dersom du har vanskeligheter med applikasjonen på iPhone eller iPad, vennligst ta kontakt med oss for hjelp	A43: Podpora iOS	iOS
nb-NO	Norsk	/support-frase	Support og FAQ Reiseordbok	FAQ, support, applikasjon	Dersom du har vanskeligheter med applikasjonen, vennligst ta kontakt med oss for hjelp	A4: Podpora	Support
nb-NO	Norsk	/nb-sitemap	Nettstedskart	sitemap	Nettstedskart	A10: Mapa webu	
pl-PL	Polski	/jak-wyglada-rozmowki	Próbka	próbka, rozmówki turystyczne	Rozmówki turystyczne umożliwiają naukę aż 22 języków	A3: Náhled	Podgląd aplikacji
pl-PL	Polski	/jak-wyglada-rozmowki-android	Android: Próbka	próbka, rozmówki turystyczne, android	Rozmówki turystyczne umożliwiają naukę aż 22 języków	A32: Náhled Android	Android
pl-PL	Polski	/jak-wyglada-rozmowki-windows8	Windows 8: Próbka	próbka, rozmówki turystyczne, windows 8	Rozmówki turystyczne umożliwiają naukę aż 22 języków	A31: Náhled W8	Windows 8
pl-PL	Polski	/kontakt-frazy	Kontakty	kontakt	Prześlijcie autorom jakiekolwiek Wasze uwagi dotyczące uruchomianie aplikacji	A8: Kontakt	
pl-PL	Polski	/pomoc-frazy	Pomoc i FAQ Rozmówki turystyczne	faq, pomoc, aplikacja	Jeśli macie problemy z aplikacją, zapytajcie nas, a my udzielimy Wam odpowiedzi.	A4: Podpora	Pomoc
pl-PL	Polski	/pomoc-frazy-android	Android: Pomoc i FAQ Rozmówki turystyczne	faq, pomoc, aplikacja, android	Jeśli macie problemy z aplikacją, zapytajcie nas, a my udzielimy Wam odpowiedzi.	A42: Podpora Android	Android
pl-PL	Polski	/pomoc-frazy-windows8	Windows 8: Pomoc i FAQ Rozmówki turystyczne	faq, pomoc, aplikacja, windows 8	Jeśli macie problemy z aplikacją, zapytajcie nas, a my udzielimy Wam odpowiedzi.	A41: Podpora Windows8	Windows 8
pl-PL	Polski	/rozmowki-turystyczne	Wprowadzenie do SmartPhrase	rozmówki, wprowadzenie, turystyczny	Podstawowe informacje o rozmówkach turystycznych SmartPhrase	A1: Start	Rozmówki turystyczne
pl-PL	Polski	/wlasciwosci-rozmowki	Właściwości Rozmówek turystycznych	właściwości rozmówki turystyczny	Aplikacja Rozmówki turystyczne na iPhone‘a i iPada zawiera 22 języki	A2: Vlastnosti	Właściwości aplikacji
pl-PL	Polski	/jak-wyglada-ipad-rozmowki	Próbka na iPhonie	próbka demo rozmówki turystyczne	Rozmówki turystyczne na iPhone‘a czy iPada umożliwiają naukę aż 22 języków	A33: Náhled iOS	iOS
pl-PL	Polski	/pomoc-frazy-iphone	iOS: Pomoc i FAQ Rozmówki turystyczne	faq pomoc aplikacja iphone ipad	Jeśli macie problemy z aplikacją w iPhonie czy iPadzie, zapytajcie nas, a my udzielimy Wam odpowiedzi.	A43: Podpora iOS	iOS
pl-PL	Polski	/zastosowanie-turystyczny-rozmowki-panstwa	Wykorzystanie rozmówek turystycznych	turystyczny, wykorzystanie, obcy, państwo, kraj, rozmowa, język	Wykaz krajów (państw), w których możecie się komunikować z naszymi Rozmówkami turystycznymi.	A5: Uplatnění	Zastosowanie
pl-PL	Polski	/pl-sitemap	Mapa serwisu	sitemap	Mapa serwisu	A10: Mapa webu	
pt-PT	Português	/caracteristicas-conversacao	Características da Conversação em Viagem	características conversação viagens	Conversação para viagens para iPhone e iPad contem 22 línguas	A2: Vlastnosti	Características da aplicação
pt-PT	Português	/como-se-apresenta-conversacao	Exemplo	exemplo, demonstração, conversação para viagens	Conversação para viagens torna possível o estudo de 22 línguas	A3: Náhled	Apresentação da aplicação
pt-PT	Português	/como-se-apresenta-conversacao-android	Android: Exemplo	exemplo, demonstração, conversação para viagens, android	Conversação para viagens torna possível o estudo de 22 línguas	A32: Náhled Android	Android
pt-PT	Português	/como-se-apresenta-conversacao-windows8	Windows 8: Exemplo	exemplo, demonstração, conversação para viagens, windows 8	Conversação para viagens torna possível o estudo de 22 línguas	A31: Náhled W8	Windows 8
pt-PT	Português	/contacto-locucao	Contactos	contacto	Escreva aos autores da Conversação para viagens acerca das suas ideias sobre o uso da aplicação	A8: Kontakt	
pt-PT	Português	/conversacao-para-viagens	Introdução ao SmartPhrase	conversação, introdução, viagem	Informaçãao básica sobre a conversação para viagens SmartPhrase	A1: Start	Conversação para viagens
pt-PT	Português	/pratica-conversacao-viagem-estados	Utilizações Conversação em Viagem	viagem, utilizações, estrangeiros, países, língua	Todos os países onde é possível falar uma língua estrangeira a partir da nossa Conversação para viagens	A5: Uplatnění	Prática
pt-PT	Português	/suporte-locucao-android	Android: Suporte e FAQ Conversação em Viagem	FAQ, suporte, aplicação, android	Se tiver problemas com a aplicação, pergunte-nos e nós iremos aconselha-lo(a)	A42: Podpora Android	Android
pt-PT	Português	/suporte-locucao-windows8	Windows 8: Suporte e FAQ Conversação em Viagem	FAQ, suporte, aplicação, windows 8	Se tiver problemas com a aplicação, pergunte-nos e nós iremos aconselha-lo(a)	A41: Podpora Windows8	Windows 8
pt-PT	Português	/como-se-apresenta-ipad-conversacao	Exemplo no iPhone	exemplo demonstração conversação para viagens	Conversação para viagens no iPhone ou no iPad torna possível o estudo de 22 línguas	A33: Náhled iOS	iOS
pt-PT	Português	/suporte-locucao-iphone	iOS: Suporte e FAQ Conversação em Viagem	FAQ suporte aplicação iphone ipad	Se tiver problemas com a aplicação no iPhone ou no iPad, pergunte-nos e nós iremos aconselha-lo(a)	A43: Podpora iOS	iOS
pt-PT	Português	/suporte-locucao	Suporte e FAQ Conversação em Viagem	FAQ, suporte, aplicação	Se tiver problemas com a aplicação, pergunte-nos e nós iremos aconselha-lo(a)	A4: Podpora	Suporte
pt-PT	Português	/pt-sitemap	Mapa do site	sitemap	Mapa do site	A10: Mapa webu	
fi-FI	Suomeksi	/kaytannossa-matkasanakirja-valtiot	Matkasanakirjan käyttö	matkailu, käyttö, vieraat, valtiot, maat, fraasisanakirja, kieli	Kaikki maat (valtiot), joissa voit puhua vierasta kieltä Matkasanakirjamme avulla.	A5: Uplatnění	Käytännössä
fi-FI	Suomeksi	/matkasanakirja	Johdanto SmartPhrase sanakirjan käyttöön	fraasisanakirja, johdanto, matkailu	Perustiedot Matkailijan SmartPhrase fraasisanakirjasta	A1: Start	Matkasanakirja
fi-FI	Suomeksi	/milta-nayttaa-fraasisanakirja-android	Android: Esimerkki	esimerkki, matkailijan, fraasisanakirja, android	Matkasanakirja mahdollistaa jopa 22:n kielen opiskelun	A32: Náhled Android	Android
fi-FI	Suomeksi	/milta-nayttaa-fraasisanakirja-windows8	Windows 8: Esimerkki	esimerkki, matkailijan, fraasisanakirja, windows 8	Matkasanakirja mahdollistaa jopa 22:n kielen opiskelun	A31: Náhled W8	Windows 8
fi-FI	Suomeksi	/milta-nayttaa-fraasisanakirja	Esimerkki	esimerkki, matkailijan, fraasisanakirja	Matkasanakirja mahdollistaa jopa 22:n kielen opiskelun	A3: Náhled	Sovelluksen esikatselu
fi-FI	Suomeksi	/ominaisuudet-fraasisanakirja	Matkasanakirjan ominaisuudet	ominaisuudet, fraasisanakirja, matkailu	Matkasanakirjan - sovellus sisältää 22 kieltä	A2: Vlastnosti	Sovelluksen ominaisuudet
fi-FI	Suomeksi	/tuki-fraasi-android	Android: Matkasanakirjan tuki ja FAQ	faq, tuki, sovellus, android	Kysy meiltä, jos sinulla - sovellukseen liittyviä ongelmia, neuvomme mielellämme	A42: Podpora Android	Android
fi-FI	Suomeksi	/tuki-fraasi-windows8	Windows 8: Matkasanakirjan tuki ja FAQ	faq, tuki, sovellus, windows 8	Kysy meiltä, jos sinulla - sovellukseen liittyviä ongelmia, neuvomme mielellämme	A41: Podpora Windows8	Windows 8
fi-FI	Suomeksi	/yhteystiedot-fraasi	Yhteystiedot	yhteystiedot	Kirjoita Matkasanakirjan tekijöille millaisista tahansa sanakirjan - sovelluksen käyttöön liittyvistä huomioistasi	A8: Kontakt	
fi-FI	Suomeksi	/milta-nayttaa-ipad-fraasisanakirja	Esimerkki iPhonessa	esimerkki demo matkailijan fraasisanakirja	Matkasanakirja iPhonessa tai iPadissa mahdollistaa jopa 22:n kielen opiskelun	A33: Náhled iOS	iOS
fi-FI	Suomeksi	/tuki-fraasi-iphone	iOS: Matkasanakirjan tuki ja FAQ	faq tuki sovellus iphone ipad	Kysy meiltä, jos sinulla on iPhone tai iPad -sovellukseen liittyviä ongelmia, neuvomme mielellämme	A43: Podpora iOS	iOS
fi-FI	Suomeksi	/tuki-fraasi	Matkasanakirjan tuki ja FAQ	faq, tuki, sovellus	Kysy meiltä, jos sinulla - sovellukseen liittyviä ongelmia, neuvomme mielellämme	A4: Podpora	Tuki
fi-FI	Suomeksi	/fi-sitemap	Sivustokarttaan	sitemap	Sivustokarttaan	A10: Mapa webu	
sv-SE	Svenska	/egenskaper-konversation	Egenskaper av Resekonversationen	egenskaper av resekonversationen	Applikationen Resekonversationen innehåller 22 språk	A2: Vlastnosti	Applikationens egenskaper
sv-SE	Svenska	/hur-ser-konversationen-ut	Exempel	av resekonversationen	Resekonversationen gör det möjligt att studera upp till 22 språk	A3: Náhled	Visning av applikationen
sv-SE	Svenska	/hur-ser-konversationen-ut-android	Android: Exempel	av resekonversationen, android	Resekonversationen gör det möjligt att studera upp till 22 språk	A32: Náhled Android	Android
sv-SE	Svenska	/hur-ser-konversationen-ut-windows8	Windows 8: Exempel	av resekonversationen, windows 8	Resekonversationen gör det möjligt att studera upp till 22 språk	A31: Náhled W8	Windows 8
sv-SE	Svenska	/kontakt-fras	Kontakter	kontakt	Skriv till författare av Resekonversationen alla era åsikter från användningen av applikationen	A8: Kontakt	
sv-SE	Svenska	/nytta-rese-konversation-lander	Användning av resekonversationen	reseanvädning, utlandet, land, konversation, språk	Alla länder (stater), där ni kan göra er förstådda med främmande språk från vår Resekonversation	A5: Uplatnění	Nytta
sv-SE	Svenska	/resekonversation	Inledning till SmartPhrase	inledning, till, resekonversation	Grundläggande inforation o resekonversation SmartPhrase	A1: Start	Resekonversation
sv-SE	Svenska	/stod-fras-android	Android: Stöd och FAQ av Resekonversationen	faq, stöd, av applikationen, android	Om du har problem med applikationen, fråga oss, vi ger dig råd	A42: Podpora Android	Android
sv-SE	Svenska	/stod-fras-windows8	Windows 8: Stöd och FAQ av Resekonversationen	faq, stöd, av applikationen, windows 8	Om du har problem med applikationen, fråga oss, vi ger dig råd	A41: Podpora Windows8	Windows 8
sv-SE	Svenska	/hur-ser-ipad-konversationen-ut	Exempel på iPhone	demovisning av resekonversationen	Resekonversationen för iPhone eller iPad gör det möjligt att studera upp till 22 språk	A33: Náhled iOS	iOS
sv-SE	Svenska	/stod-fras-iphone	iOS: Stöd och FAQ av Resekonversationen	faq stöd av applikationen iphone ipad	Om du har problem med applikationen på iPhone eller iPad, fråga oss, vi ger dig råd	A43: Podpora iOS	iOS
sv-SE	Svenska	/stod-fras	Stöd och FAQ av Resekonversationen	faq, stöd, av applikationen	Om du har problem med applikationen, fråga oss, vi ger dig råd	A4: Podpora	Stöd
sv-SE	Svenska	/sv-sitemap	Sidokarta	sitemap	Sidokarta	A10: Mapa webu	
tr-TR	Türkçe	/destek-ifade	Destek ve SSS Seyahat konuşma kılavuzu	SSS, destek, uygulama	Uygulaması ile ilgili sorun yaşıyorsanız, bize sorun, size tavsiyede bulunacağız	A4: Podpora	Destek
tr-TR	Türkçe	/destek-ifade-android	Android: Destek ve SSS Seyahat konuşma kılavuzu	SSS, destek, uygulama, android	Uygulaması ile ilgili sorun yaşıyorsanız, bize sorun, size tavsiyede bulunacağız	A42: Podpora Android	Android
tr-TR	Türkçe	/destek-ifade-windows8	Windows 8: Destek ve SSS Seyahat konuşma kılavuzu	SSS, destek, uygulama, windows 8	Uygulaması ile ilgili sorun yaşıyorsanız, bize sorun, size tavsiyede bulunacağız	A41: Podpora Windows8	Windows 8
tr-TR	Türkçe	/iletisim-ifade	İletişim bilgileri	iletişim, bilgileri	Uygulaması Seyahat konuşma kılavuzu yazarlarına, uygulama kullanımından kaynaklanan fikirleriniz hakkında yazın	A8: Kontakt	
tr-TR	Türkçe	/konusma-nasil-gorunur	Üzerinde örnek	örnek, seyahat, diyalogları, konuşma, kılavuzu	Seyahat konuşma kılavuzu, üzerinde 22 dilde çalışma yapmayı mümkün kılar.	A3: Náhled	Uygulama önizleme
tr-TR	Türkçe	/konusma-nasil-gorunur-android	Android: Üzerinde örnek	örnek, seyahat, diyalogları, konuşma, kılavuzu, android	Seyahat konuşma kılavuzu, üzerinde 22 dilde çalışma yapmayı mümkün kılar.	A32: Náhled Android	Android
tr-TR	Türkçe	/konusma-nasil-gorunur-windows8	Windows 8: Üzerinde örnek	örnek, seyahat, diyalogları, konuşma, kılavuzu, windows 8	Seyahat konuşma kılavuzu, üzerinde 22 dilde çalışma yapmayı mümkün kılar.	A31: Náhled W8	Windows 8
tr-TR	Türkçe	/ozellikler-konusma	Seyahat konuşma kılavuzunun Özellikleri	özellikler, diyalog, seyahat, konusma	Seyahat konuşma kılavuzu için 22 dil içerir	A2: Vlastnosti	Uygulama özellikleri
tr-TR	Türkçe	/pratik-seyahat-konusma-devletler	Seyahat konuşma kılavuzu kullanır	seyahat, kullanır, yabanci, devletler, diyalog, dil, konuşma	Seyahat konuşma kılavuzumuzdan bir yabancı dil konuşmanın mümkün olduğu her ülke (devlet)	A5: Uplatnění	Pratik
tr-TR	Türkçe	/ipad-konusma-nasil-gorunur	iPhone üzerinde örnek	örnek demo seyahat diyalogları konuşma kılavuzu	Seyahat konuşma kılavuzu, iPhone veya iPad üzerinde 22 dilde çalışma yapmayı mümkün kılar.	A33: Náhled iOS	iOS
tr-TR	Türkçe	/destek-ifade-iphone	iOS: Destek ve SSS Seyahat konuşma kılavuzu	SSS destek uygulama iphone ipad	iPhone veya iPad uygulaması ile ilgili sorun yaşıyorsanız, bize sorun, size tavsiyede bulunacağız	A43: Podpora iOS	iOS
tr-TR	Türkçe	/seyahat-konusma-kilavuzu	SmartPhrase tanıtımı	diyalog, tanıtım, seyahat	Seyahat konuşma kılavuzu SmartPhrase hakkında temel bilgiler	A1: Start	Seyahat konuşma kılavuzu
tr-TR	Türkçe	/tr-sitemap	Site haritası	sitemap	Site haritası	A10: Mapa webu	
el-GR	Ελληνικά	/efarmogi-chrisimes-taxidiotikes-frasis-chores	Χρήση των Χρήσιμων ταξιδιωτικών φράσεων	ταξιδιωτική, χρήση, χώρα, κράτος, συνομιλία, γλώσσα	Όλες οι χώρες (κράτη), στις οποίες για να επικοινωνήσετε θα πρέπει να μιλήσετε σε ξένη γλώσσα με τις δικές μας Χρήσιμες ταξιδιωτικές φράσεις.	A5: Uplatnění	Εφαρμογή
el-GR	Ελληνικά	/epafi-frasi	Επαφές	επαφή	Γράψτε στους συντάκτες των Χρήσιμων ταξιδιωτικών φράσεων τις οποιεσδήποτε παρατηρήσεις από την λειτουργία εφαρμογής	A8: Kontakt	
el-GR	Ελληνικά	/chrisimes-taxidiotikes-frasis	Εισαγωγή στο SmartPhrase	συνομιλία, εισαγωγή, ταξιδιωτική	Βασικές πληροφορίες σχετικά με τις χρήσιμες ταξιδιωτικές φράσεις SmartPhrase	A1: Start	Χρήσιμες ταξιδιωτικές φράσεις
el-GR	Ελληνικά	/idiotites-sinomilia	Ιδιότητες των Χρήσιμων ταξιδιωτικών φράσεων	ιδιότητα, Φρασεολογία, ταξιδι, Χρήσιμες, ταξιδιωτικές, φράσεις	Η εφαρμογή των Χρήσιμων ταξιδιωτικών φράσεων περιέχει 22 γλώσσες	A2: Vlastnosti	Ιδιότητες εφαρμογής
el-GR	Ελληνικά	/ipostiriksi-frasi-android	Android: Υποστήριξη και συχνές ερωτήσεις των Χρήσιμων ταξιδιωτικών φράσεων	συχνή, ερώτηση, εφαρμογή, android	Αν έχετε προβλήματα με την εφαρμογή, απλά ρωτήστε μας και εμείς θα σας συμβουλέψουμε	A42: Podpora Android	Android
el-GR	Ελληνικά	/ipostiriksi-frasi-windows8	Windows 8: Υποστήριξη και συχνές ερωτήσεις των Χρήσιμων ταξιδιωτικών φράσεων	συχνή, ερώτηση, εφαρμογή, windows 8	Αν έχετε προβλήματα με την εφαρμογή, απλά ρωτήστε μας και εμείς θα σας συμβουλέψουμε	A41: Podpora Windows8	Windows 8
el-GR	Ελληνικά	/ipostiriksi-frasi	Υποστήριξη και συχνές ερωτήσεις των Χρήσιμων ταξιδιωτικών φράσεων	συχνή, ερώτηση, εφαρμογή	Αν έχετε προβλήματα με την εφαρμογή, απλά ρωτήστε μας και εμείς θα σας συμβουλέψουμε	A4: Podpora	Υποστήριξη
el-GR	Ελληνικά	/pos-fainetai-sinomilia-android	Android: Παράδειγμα	παράδειγμα, Φρασεολογία, ταξίδι, Χρήσιμες, ταξιδιωτικές, φράσεις, android	Οι Χρήσιμες ταξιδιωτικές φράσεις σας δίνουν τη δυνατότητα να μελετήσετε έως 22 γλώσσες	A32: Náhled Android	Android
el-GR	Ελληνικά	/pos-fainetai-sinomilia-windows8	Windows 8: Παράδειγμα	παράδειγμα, Φρασεολογία, ταξίδι, Χρήσιμες, ταξιδιωτικές, φράσεις, windows 8		A31: Náhled W8	Windows 8
el-GR	Ελληνικά	/pos-fainetai-ipad-sinomilia	Παράδειγμα στο iPhone	παράδειγμα demo Φρασεολογία ταξίδι Χρήσιμες ταξιδιωτικές φράσεις		A33: Náhled iOS	iOS
el-GR	Ελληνικά	/ipostiriksi-frasi-iphone	iOS: Υποστήριξη και συχνές ερωτήσεις των Χρήσιμων ταξιδιωτικών φράσεων	συχνή ερώτηση εφαρμογή iphone ipad	Αν έχετε προβλήματα με την εφαρμογή στο iPhone ή στο iPad, απλά ρωτήστε μας και εμείς θα σας συμβουλέψουμε	A43: Podpora iOS	iOS
el-GR	Ελληνικά	/pos-fainetai-sinomilia	Παράδειγμα	παράδειγμα, Φρασεολογία, ταξίδι, Χρήσιμες, ταξιδιωτικές, φράσεις	Οι Χρήσιμες ταξιδιωτικές φράσεις σας δίνουν τη δυνατότητα να μελετήσετε έως 22 γλώσσες	A3: Náhled	Προβολή εφαρμογών
el-GR	Ελληνικά	/el-sitemap	Χάρτης τοποθεσίας	sitemap	Χάρτης τοποθεσίας	A10: Mapa webu	
bg-BG	български	/kak-izglezda-razgovornik	Представяне	представяне, пътнически разговорник	Пътническият разговорник позволява изучаване до 22 езика	A3: Náhled	Изглед на приложението
bg-BG	български	/kak-izglezda-razgovornik-android	Android: Представяне	представяне, пътнически разговорник, android	Ако имате проблеми с приложението, попитайте ни, и ние ще ви помогнем.	A32: Náhled Android	Android
bg-BG	български	/kak-izglezda-razgovornik-windows8	Windows 8: Представяне	представяне, пътнически разговорник, windows 8	Ако имате проблеми с приложението, попитайте ни, и ние ще ви помогнем.	A31: Náhled W8	Windows 8
bg-BG	български	/kontakt-fraza	Контакти	Контакт	Напишете на авторите на Пътнически разговорник всички ваши забележки при ползване на приложението.	A8: Kontakt	
bg-BG	български	/patnicheski-razgovornik	Увод към SmartPhrase	Основни, информации за пътнически, разговорник, SmartPhrase	разговорник увод пътнически	A1: Start	Пътнически разговорник
bg-BG	български	/poddrazka-fraza-android	Android: Поддръжка и FAQ на Пътнически разговорник	faq, поддръжка, приложение, android	Ако имате проблеми с приложението, попитайте ни, и ние ще ви помогнем.	A42: Podpora Android	Android
bg-BG	български	/poddrazka-fraza-windows8	Windows 8: Поддръжка и FAQ на Пътнически разговорник	faq, поддръжка, приложение, windows 8	Ако имате проблеми с приложението, попитайте ни, и ние ще ви помогнем.	A41: Podpora Windows8	Windows 8
bg-BG	български	/poddrazka-fraza	Поддръжка и FAQ на Пътнически разговорник	faq, поддръжка, приложение	Ако имате проблеми с приложението, попитайте ни, и ние ще ви помогнем.	A4: Podpora	Поддръжка
bg-BG	български	/prilozenia-patnicheski-razgovornik-darzavi	ползване на Пътнически разговорник	пътуване, чужда, страна, разговор, език	Всички страни (държави), в които ще се разберете на чужд език с нашия Пътнически разговорник.	A5: Uplatnění	Приложения
bg-BG	български	/kak-izglezda-ipad-razgovornik	Представяне на iPhone	представяне демонстрация пътнически разговорник	Пътническият разговорник на iPhone или iPad позволява изучаване до 22 езика	A33: Náhled iOS	iOS
bg-BG	български	/poddrazka-fraza-iphone	iOS: Поддръжка и FAQ на Пътнически разговорник	faq поддръжка приложение iphoneipad	Ако имате проблеми с приложението на iPhone или iPad, попитайте ни, и ние ще ви помогнем.	A43: Podpora iOS	iOS
bg-BG	български	/svojstvai-razgovornik	Свойства на Пътническия разговорник	свойства, пътнически разговорник	Приложението Пътнически разговорник съдържа 22 езика	A2: Vlastnosti	Свойства на приложението
bg-BG	български	/bg-sitemap	Карта на сайта	sitemap	Карта на сайта	A10: Mapa webu	
ru-RU	Русский	/ru-features-conversation	Качества Разговорника	качества, разговор, путешествие	Приложение Разговорник содержит 22 языка	A2: Vlastnosti	Качество приложения
ru-RU	Русский	/ru-contact-phrase	Контакты	контакт	Напишите авторам Разговорника любые Ваши замечания о работе приложения	A8: Kontakt	
ru-RU	Русский	/ru-how-appears-conversation	Демонстрация	демонстрация, разговорник, путешествий	Общение даёт возможность изучить до 22 языков	A3: Náhled	Вид приложения
ru-RU	Русский	/ru-practise-travel-conversation-states	Использование Разговорника	путешествие, использование, иностранный, государство, страна, разговор, язык	Все страны (государства), где Вы сможете договориться с нашим Разговорником.	A5: Uplatnění	Использование
ru-RU	Русский	/ru-how-appears-conversation-android	Android: Демонстрация	демонстрация разговорник путешествий, android	Общение даёт возможность изучить до 22 языков	A32: Náhled Android	Android
ru-RU	Русский	/ru-how-appears-conversation-windows8	Windows 8: Демонстрация	демонстрация разговорник путешествий, windows 8	Общение даёт возможность изучить до 22 языков	A31: Náhled W8	Windows 8
ru-RU	Русский	/ru-support-phrase	Поддержка и FAQ Разговорника для путешествий	faq, поддержка, приложение	При возникновении проблем с приложением, обращайтесь за консультациями к нам	A4: Podpora	Поддержка
ru-RU	Русский	/ru-travel-conversation	Предисловие к SmartPhrase	разговорник, предисловие, путешествия	Базовая информация о Разговорнике для путешествий SmartPhrase	A1: Start	Разговорник для путешествий
ru-RU	Русский	/ru-support-phrase-android	Android: Поддержка и FAQ Разговорника для путешествий	faq, поддержка, приложение, android	При возникновении проблем с приложением, обращайтесь за консультациями к нам	A42: Podpora Android	Android
ru-RU	Русский	/ru-support-phrase-windows8	Windows 8: Поддержка и FAQ Разговорника для путешествий	faq, поддержка, приложение, windows 8	При возникновении проблем с приложением, обращайтесь за консультациями к нам	A41: Podpora Windows8	Windows 8
ru-RU	Русский	/ru-how-appears-ipad-conversation	Демонстрация на iPhone	демонстрация разговорник путешествий	Общение в iPhone или iPad даёт возможность изучить до 22 языков	A33: Náhled iOS	iOS
ru-RU	Русский	/ru-support-phrase-iphone	iOS: Поддержка и FAQ Разговорника для путешествий	faq поддержка приложение iphone ipad	При возникновении проблем с приложением iPhone či iPad, обращайтесь за консультациями к нам	A43: Podpora iOS	iOS
ru-RU	Русский	/ru-sitemap	Карта сайта	sitemap	Карта сайта	A10: Mapa webu	
he-IL	עברית	/he-contact-phrase	צור קשר	קשר	כתבו למחברי השיחון לתייר את כל ההערות שלכם הקשורות לשימוש ביישום עבור	A8: Kontakt	
he-IL	עברית	/he-features-phrasebook	תכונות של שיחון לתייר	תכונות של שיחון לתייר	מכיל 22 שפות היישום שיחון לתייר עבור	A2: Vlastnosti	תכונות היישום
he-IL	עברית	/he-how-appears-phrasebook	דוגמה על	של השיחון לתייר DEMO - הדוגמה	מאפשר ללמוד עד 22 שפות שיחון לתייר עבור	A3: Náhled	תצוגת היישום
he-IL	עברית	/he-how-appears-phrasebook-android	דוגמה על	של השיחון לתייר DEMO - הדוגמה	מאפשר ללמוד עד 22 שפות שיחון לתייר עבור	A32: Náhled Android	Android
he-IL	עברית	/he-how-appears-phrasebook-windows8	דוגמה על	של השיחון לתייר DEMO - הדוגמה	Οι Χρήσιμες ταξιδιωτικές φράσεις σας δίνουν τη δυνατότητα να μελετήσετε έως 22 γλώσσες	A31: Náhled W8	Windows 8
he-IL	עברית	/he-practise-travel-phrasebook-states	שימושים בשיחון לתייר	שימוש בנסיעות מדינה זרה ארץ שיחה שפה	כל הארצות (כל המדינות) בהן תוכלו לדבר בשפה זרה מתוך השיחון לתייר שלנו	A5: Uplatnění	שימוש
he-IL	עברית	/he-support-phrase	תמיכה ושאלות נפוצות של השיחון לתייר	שאלות נפוצות בתמיכת היישום עבור	!אנא פנו אלינו ואנו נסייע לכם	A4: Podpora	תמיכה
he-IL	עברית	/he-support-phrase-android	תמיכה ושאלות נפוצות של השיחון לתייר	שאלות נפוצות בתמיכת היישום עבור	!אנא פנו אלינו ואנו נסייע לכם	A42: Podpora Android	Android
he-IL	עברית	/he-support-phrase-windows8	תמיכה ושאלות נפוצות של השיחון לתייר	שאלות נפוצות בתמיכת היישום עבור	!אנא פנו אלינו ואנו נסייע לכם	A41: Podpora Windows8	Windows 8
he-IL	עברית	/he-how-appears-ipad-phrasebook	iPhone דוגמה על	של השיחון לתייר DEMO - הדוגמה	Οι Χρήσιμες ταξιδιωτικές φράσεις στο iPhone ή στο iPad σας δίνουν τη δυνατότητα να μελετήσετε έως 22 γλώσσες	A33: Náhled iOS	iOS
he-IL	עברית	/he-support-phrase-iphone	iOS: תמיכה ושאלות נפוצות של השיחון לתייר	שאלות נפוצות בתמיכת היישום עבור ipad iphone	!אנא פנו אלינו ואנו נסייע לכם ? iPhone או iPad האם יש לכם בעיה עם היישום עבור	A43: Podpora iOS	iOS
he-IL	עברית	/he-travel-phrasebook	SmartPhrase- מבוא ל	שיחון מבוא תיירות	SmartPhrase מידע בסיסי אדות שיחון לתייר	A1: Start	שיחון לתייר
he-IL	עברית	/he-sitemap	מפת האתר	sitemap	מפת האתר	A10: Mapa webu	
ar-SA	العربية	/aldaim-mrhala	للعبارات المستخدمة في السفر FAQ الدعم و	faq الدعم التطبيق	إذا ما واجهتكم مشاكل مع التطبيق على iتتردوا في سؤالنا و نحن سوف نقوم بمساعدتكم.	A4: Podpora	الدعم
ar-SA	العربية	/aldaim-mrhala-android	Android: للعبارات المستخدمة في السفر FAQ الدعم و	faq الدعم التطبيق	إذا ما واجهتكم مشاكل مع التطبيق على iتتردوا في سؤالنا و نحن سوف نقوم بمساعدتكم.	A42: Podpora Android	Android
ar-SA	العربية	/aldaim-mrhala-windows8	Windows 8: للعبارات المستخدمة في السفر FAQ الدعم و	faq الدعم التطبيق	ذا ما واجهتكم مشاكل مع التطبيق على iتتردوا في سؤالنا و نحن سوف نقوم بمساعدتكم.	A41: Podpora Windows8	Windows 8
